,judge,solver,solver_id,problem,competition,true_grade,split,cost,confidence,incorrect,resolved
65,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,matharena_aime_aime_2025_9,matharena,detected,matharena,0.0,,False,True
66,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,matharena_brumo_brumo_2025_22,matharena,correct,matharena,0.0,,False,True
67,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,matharena_brumo_brumo_2025_23,matharena,correct,matharena,0.0,,False,True
68,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,matharena_brumo_brumo_2025_28,matharena,incorrect,matharena,0.0,,True,True
69,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,matharena_brumo_brumo_2025_30,matharena,corrected,matharena,0.0,,False,True
70,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,matharena_brumo_brumo_2025_6,matharena,incorrect,matharena,0.0,,True,True
71,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,matharena_brumo_brumo_2025_8,matharena,correct,matharena,0.0,,False,True
72,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,matharena_cmimc_cmimc_2025_10,matharena,correct,matharena,0.0,,False,True
73,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,matharena_cmimc_cmimc_2025_15,matharena,detected,matharena,0.0,,False,True
74,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,matharena_cmimc_cmimc_2025_20,matharena,incorrect,matharena,0.0,,True,True
75,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,matharena_cmimc_cmimc_2025_21,matharena,incorrect,matharena,0.0,,True,True
76,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,matharena_cmimc_cmimc_2025_27,matharena,incorrect,matharena,0.0,,True,True
77,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,matharena_cmimc_cmimc_2025_28,matharena,correct,matharena,0.0,,False,True
78,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,matharena_cmimc_cmimc_2025_3,matharena,,matharena,0.0,,False,False
79,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,matharena_cmimc_cmimc_2025_34,matharena,incorrect,matharena,0.0,,True,True
80,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,matharena_cmimc_cmimc_2025_39,matharena,detected,matharena,0.0,,False,True
81,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,matharena_cmimc_cmimc_2025_6,matharena,incorrect,matharena,0.0,,True,True
82,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,matharena_cmimc_cmimc_2025_8,matharena,detected,matharena,0.0,,False,True
83,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,matharena_hmmt_hmmt_feb_2025_11,matharena,correct,matharena,0.0,,False,True
84,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,matharena_hmmt_hmmt_feb_2025_12,matharena,incorrect,matharena,0.0,,True,True
85,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,matharena_hmmt_hmmt_feb_2025_16,matharena,incorrect,matharena,0.0,,True,True
86,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,matharena_hmmt_hmmt_feb_2025_18,matharena,incorrect,matharena,0.0,,True,True
87,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,matharena_hmmt_hmmt_feb_2025_2,matharena,correct,matharena,0.0,,False,True
88,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,matharena_hmmt_hmmt_feb_2025_22,matharena,correct,matharena,0.0,,False,True
89,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,matharena_hmmt_hmmt_feb_2025_25,matharena,incorrect,matharena,0.0,,True,True
90,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,matharena_hmmt_hmmt_feb_2025_28,matharena,correct,matharena,0.0,,False,True
91,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,matharena_hmmt_hmmt_feb_2025_8,matharena,correct,matharena,0.0,,False,True
92,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,nordic_2025_1,nordic,correct,generic,0.0,,False,True
93,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,nordic_2025_2,nordic,correct,generic,0.0,,False,True
94,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,pan_african_2025_5,pan,correct,generic,0.0,,False,True
95,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,philippines_2025_1,philippines,incorrect,generic,0.0,,True,True
96,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,philippines_2025_4,philippines,incorrect,generic,0.0,,True,True
97,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,philippines_2025_6,philippines,incorrect,generic,0.0,,True,True
98,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,polish_2025_2,polish,detected,generic,0.0,,False,True
99,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,polish_2025_4,polish,,generic,0.0,,False,False
100,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,romania_10_2025_1,romania,incorrect,generic,0.0,,True,True
101,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,romania_10_2025_3,romania,detected,generic,0.0,,False,True
102,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,romania_tst_2025_2,romania,incorrect,generic,0.0,,True,True
103,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,spain_2025_2,spain,detected,generic,0.0,,False,True
104,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,thai_2025_10,thai,detected,generic,0.0,,False,True
105,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,thai_2025_2,thai,corrected,generic,0.0,,False,True
106,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,thai_2025_3,thai,detected,generic,0.0,,False,True
107,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,thai_2025_5,thai,incorrect,generic,0.0,,True,True
108,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,thai_2025_8,thai,incorrect,generic,0.0,,True,True
109,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,turkey_tst_2025_2,turkey,incorrect,generic,0.0,,True,True
110,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,turkey_tst_2025_4,turkey,detected,generic,0.0,,False,True
111,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,usamo_2025_1,usamo,detected,generic,0.0,,False,True
112,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,usamo_2025_3,usamo,incorrect,generic,0.0,,True,True
113,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,usamo_2025_5,usamo,corrected,generic,0.0,,False,True
114,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,usamo_2025_6,usamo,incorrect,generic,0.0,,True,True
115,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,usatst_2025_3,usatst,detected,generic,0.0,,False,True
116,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,usatst_2025_6,usatst,,generic,0.0,,False,False
117,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,vietnam_2025_1,vietnam,correct,generic,0.0,,False,True
118,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,vietnam_2025_3,vietnam,incorrect,generic,0.0,,True,True
119,GPT-5.6-luna,DeepSeek v4 Flash (OpenRouter Batch),,vietnam_2025_6,vietnam,corrected,generic,0.0,,False,True
120,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,allrussian_2025_12,allrussian,incorrect,generic,0.0150714375,,True,True
121,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,allrussian_2025_6,allrussian,detected,generic,0.02136525,,False,True
122,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,allrussian_2025_7,allrussian,incorrect,generic,0.0294598125,,True,True
123,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,allrussian_2025_9,allrussian,corrected,generic,0.013323,,False,True
124,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,bmosl_A_2025_3,bmosl,incorrect,generic,0.02946225,,True,True
125,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,bmosl_A_2025_4,bmosl,detected,generic,0.01505925,,False,True
126,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,bmosl_C_2025_3,bmosl,detected,generic,0.015073875,,False,True
127,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,bmosl_G_2025_2,bmosl,incorrect,generic,0.015064875,,True,True
128,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,bmosl_G_2025_4,bmosl,incorrect,generic,0.0150669375,,True,True
129,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,bmosl_G_2025_5,bmosl,corrected,generic,0.0145486875,,False,True
130,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,bmosl_NT_2025_2,bmosl,incorrect,generic,0.0150495,,True,True
131,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,bmosl_NT_2025_6,bmosl,incorrect,generic,0.01505925,,True,True
132,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,bmo_2025_1,bmo,incorrect,generic,0.0150714375,,True,True
133,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,bulgaria_2025_2,bulgaria,detected,generic,0.015083625,,False,True
134,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,bulgaria_2025_4,bulgaria,incorrect,generic,0.0150650625,,True,True
135,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,bulgaria_2025_6,bulgaria,corrected,generic,0.0151123125,,False,True
136,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,canada_2025_1,canada,incorrect,generic,0.015080625,,True,True
137,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,chinatst_2025_10,chinatst,corrected,generic,0.0124550625,,False,True
138,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,chinatst_2025_18,chinatst,incorrect,generic,0.0150811875,,True,True
139,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,chinatst_2025_5,chinatst,incorrect,generic,0.0294609375,,True,True
140,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,chinatst_2025_7,chinatst,incorrect,generic,0.0150965625,,True,True
141,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,chinatst_2025_9,chinatst,incorrect,generic,0.0150770625,,True,True
142,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,china_2025_1,china,detected,generic,0.015081,,False,True
143,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,egmo_2025_4,egmo,incorrect,generic,0.026023875,,True,True
144,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,elmosl_C_2025_2,elmosl,incorrect,generic,0.0150639375,,True,True
145,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,elmosl_C_2025_5,elmosl,incorrect,generic,0.015094125,,True,True
146,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,elmosl_G_2025_2,elmosl,incorrect,generic,0.015061125,,True,True
147,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,elmosl_G_2025_3,elmosl,incorrect,generic,0.0150616875,,True,True
148,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,elmosl_G_2025_5,elmosl,incorrect,generic,0.0150609375,,True,True
149,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,elmosl_G_2025_6,elmosl,incorrect,generic,0.0294609375,,True,True
150,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,elmosl_G_2025_7,elmosl,detected,generic,0.0150661875,,False,True
151,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,elmosl_G_2025_9,elmosl,incorrect,generic,0.0294714375,,True,True
152,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,elmosl_NT_2025_2,elmosl,correct,generic,0.015051375,,False,True
153,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,elmosl_NT_2025_3,elmosl,detected,generic,0.0150553125,,False,True
154,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,elmosl_NT_2025_5,elmosl,detected,generic,0.01506225,,False,True
155,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,german_2025_4,german,incorrect,generic,0.015049875,,True,True
156,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,imosl_2025_14,imosl,incorrect,generic,0.0150695625,,True,True
157,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,imosl_2025_15,imosl,incorrect,generic,0.0150669375,,True,True
158,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,imosl_2025_16,imosl,incorrect,generic,0.0294675,,True,True
159,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,imosl_2025_17,imosl,detected,generic,0.015067875,,False,True
160,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,imosl_2025_19,imosl,incorrect,generic,0.029468625,,True,True
161,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,imosl_2025_20,imosl,incorrect,generic,0.0150631875,,True,True
162,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,imosl_2025_26,imosl,incorrect,generic,0.015055875,,True,True
163,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,imosl_2025_28,imosl,detected,generic,0.0150555,,False,True
164,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,imosl_2025_4,imosl,detected,generic,0.015070125,,False,True
165,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,imosl_2025_9,imosl,detected,generic,0.0147774375,,False,True
166,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,india_2025_6,india,incorrect,generic,0.0150613125,,True,True
167,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,india_prep_2025_10,india,detected,generic,0.015069,,False,True
168,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,india_prep_2025_12,india,incorrect,generic,0.015058875,,True,True
169,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,india_prep_2025_17,india,corrected,generic,0.0150796875,,False,True
170,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,india_prep_2025_19,india,incorrect,generic,0.015049875,,True,True
171,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,india_prep_2025_20,india,incorrect,generic,0.029464875,,True,True
172,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,india_prep_2025_21,india,incorrect,generic,0.0234620625,,True,True
173,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,india_prep_2025_5,india,incorrect,generic,0.0150691875,,True,True
174,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,india_prep_2025_9,india,correct,generic,0.0100475625,,False,True
175,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,iran_tst_2025_1,iran,detected,generic,0.0150654375,,False,True
176,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,iran_tst_2025_9,iran,incorrect,generic,0.0294665625,,True,True
177,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,israel_tst_2025_2,israel,incorrect,generic,0.01506975,,True,True
178,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,izho_2025_2,izho,incorrect,generic,0.015069,,True,True
179,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,izho_2025_4,izho,incorrect,generic,0.015066,,True,True
180,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_aime_aime_2025_1,matharena,detected,matharena,0.010894125,,False,True
181,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_aime_aime_2025_12,matharena,incorrect,matharena,0.0150645,,True,True
182,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_aime_aime_2025_15,matharena,detected,matharena,0.01505775,,False,True
183,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_aime_aime_2025_16,matharena,correct,matharena,0.009854625,,False,True
184,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_aime_aime_2025_6,matharena,correct,matharena,0.0103085625,,False,True
185,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_aime_aime_2025_9,matharena,incorrect,matharena,0.015054375,,True,True
186,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_brumo_brumo_2025_22,matharena,incorrect,matharena,0.0150538125,,True,True
187,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_brumo_brumo_2025_23,matharena,correct,matharena,0.009221625,,False,True
188,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_brumo_brumo_2025_28,matharena,incorrect,matharena,0.028665,,True,True
189,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_brumo_brumo_2025_30,matharena,incorrect,matharena,0.0150748125,,True,True
190,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_brumo_brumo_2025_6,matharena,correct,matharena,0.013342125,,False,True
191,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_brumo_brumo_2025_8,matharena,incorrect,matharena,0.0150609375,,True,True
192,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_cmimc_cmimc_2025_10,matharena,correct,matharena,0.0101566875,,False,True
193,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_cmimc_cmimc_2025_15,matharena,detected,matharena,0.0294654375,,False,True
194,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_cmimc_cmimc_2025_20,matharena,detected,matharena,0.015064125,,False,True
195,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_cmimc_cmimc_2025_21,matharena,incorrect,matharena,0.029454375,,True,True
196,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_cmimc_cmimc_2025_27,matharena,incorrect,matharena,0.0150838125,,True,True
