,judge,solver,solver_id,problem,competition,true_grade,split,cost,confidence,incorrect,resolved
121,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,allrussian_2025_6,allrussian,detected,generic,0.016489875,,False,True
122,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,allrussian_2025_7,allrussian,incorrect,generic,0.017269125,,True,True
123,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,allrussian_2025_9,allrussian,detected,generic,0.007210125,,False,True
124,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,bmosl_A_2025_3,bmosl,correct,generic,0.010104375,,False,True
125,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,bmosl_A_2025_4,bmosl,detected,generic,0.003867,,False,True
126,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,bmosl_C_2025_3,bmosl,detected,generic,0.0119244375,,False,True
127,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,bmosl_G_2025_2,bmosl,incorrect,generic,0.01409325,,True,True
128,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,bmosl_G_2025_4,bmosl,detected,generic,0.023101875,,False,True
129,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,bmosl_G_2025_5,bmosl,corrected,generic,0.014418,,False,True
130,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,bmosl_NT_2025_2,bmosl,correct,generic,0.01922475,,False,True
131,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,bmosl_NT_2025_6,bmosl,correct,generic,0.013101375,,False,True
132,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,bmo_2025_1,bmo,detected,generic,0.0164145,,False,True
133,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,bulgaria_2025_2,bulgaria,detected,generic,0.0038191875,,False,True
134,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,bulgaria_2025_4,bulgaria,correct,generic,0.0195065625,,False,True
135,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,bulgaria_2025_6,bulgaria,detected,generic,0.0134488125,,False,True
136,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,canada_2025_1,canada,detected,generic,0.0139261875,,False,True
137,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,chinatst_2025_10,chinatst,detected,generic,0.0109921875,,False,True
138,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,chinatst_2025_18,chinatst,detected,generic,0.0065720625,,False,True
139,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,chinatst_2025_5,chinatst,incorrect,generic,0.0230949375,,True,True
140,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,chinatst_2025_9,chinatst,detected,generic,0.0094029375,,False,True
141,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,china_2025_1,china,detected,generic,0.0128128125,,False,True
142,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,egmo_2025_4,egmo,incorrect,generic,0.0212844375,,True,True
143,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,elmosl_C_2025_2,elmosl,incorrect,generic,0.023098875,,True,True
144,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,elmosl_C_2025_5,elmosl,incorrect,generic,0.0199903125,,True,True
145,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,elmosl_G_2025_2,elmosl,detected,generic,0.019258875,,False,True
146,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,elmosl_G_2025_3,elmosl,incorrect,generic,0.023096625,,True,True
147,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,elmosl_G_2025_5,elmosl,correct,generic,0.0141211875,,False,True
148,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,elmosl_G_2025_6,elmosl,incorrect,generic,0.023094,,True,True
149,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,elmosl_G_2025_7,elmosl,detected,generic,0.023101125,,False,True
150,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,elmosl_G_2025_9,elmosl,incorrect,generic,0.023102625,,True,True
151,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,elmosl_NT_2025_2,elmosl,correct,generic,0.021881625,,False,True
152,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,elmosl_NT_2025_3,elmosl,correct,generic,0.0151018125,,False,True
153,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,elmosl_NT_2025_5,elmosl,detected,generic,0.01501125,,False,True
154,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,german_2025_4,german,incorrect,generic,0.0230848125,,True,True
155,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,imosl_2025_14,imosl,detected,generic,0.012707625,,False,True
156,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,imosl_2025_15,imosl,detected,generic,0.015405,,False,True
157,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,imosl_2025_16,imosl,detected,generic,0.03440775,,False,True
158,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,imosl_2025_17,imosl,detected,generic,0.0215625,,False,True
159,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,imosl_2025_19,imosl,incorrect,generic,0.0231045,,True,True
160,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,imosl_2025_20,imosl,detected,generic,0.020060625,,False,True
161,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,imosl_2025_26,imosl,correct,generic,0.0127783125,,False,True
162,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,imosl_2025_28,imosl,detected,generic,0.0230904375,,False,True
163,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,imosl_2025_4,imosl,detected,generic,0.0231050625,,False,True
164,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,imosl_2025_9,imosl,detected,generic,0.007951125,,False,True
165,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,india_2025_6,india,detected,generic,0.0163153125,,False,True
166,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,india_prep_2025_10,india,incorrect,generic,0.0231039375,,True,True
167,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,india_prep_2025_12,india,correct,generic,0.019852875,,False,True
168,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,india_prep_2025_17,india,correct,generic,0.0130974375,,False,True
169,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,india_prep_2025_19,india,detected,generic,0.0152716875,,False,True
170,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,india_prep_2025_20,india,detected,generic,0.01647825,,False,True
171,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,india_prep_2025_21,india,detected,generic,0.0229460625,,False,True
172,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,india_prep_2025_5,india,incorrect,generic,0.023104125,,True,True
173,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,india_prep_2025_9,india,correct,generic,0.008056875,,False,True
174,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,iran_tst_2025_1,iran,detected,generic,0.0076831875,,False,True
175,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,iran_tst_2025_9,iran,detected,generic,0.0180830625,,False,True
176,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,israel_tst_2025_2,israel,detected,generic,0.016100625,,False,True
177,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,izho_2025_2,izho,detected,generic,0.0141733125,,False,True
178,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,izho_2025_4,izho,detected,generic,0.0046003125,,False,True
179,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_aime_aime_2025_1,matharena,correct,matharena,0.0041671875,,False,True
180,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_aime_aime_2025_12,matharena,detected,matharena,0.0130785,,False,True
181,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_aime_aime_2025_15,matharena,incorrect,matharena,0.0230926875,,True,True
182,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_aime_aime_2025_16,matharena,correct,matharena,0.005363625,,False,True
183,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_aime_aime_2025_6,matharena,correct,matharena,0.0052888125,,False,True
184,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_aime_aime_2025_9,matharena,correct,matharena,0.0134865,,False,True
185,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_brumo_brumo_2025_22,matharena,correct,matharena,0.0121303125,,False,True
186,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_brumo_brumo_2025_23,matharena,correct,matharena,0.0061725,,False,True
187,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_brumo_brumo_2025_28,matharena,correct,matharena,0.0224705625,,False,True
188,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_brumo_brumo_2025_30,matharena,incorrect,matharena,0.02310975,,True,True
189,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_brumo_brumo_2025_6,matharena,correct,matharena,0.0090733125,,False,True
190,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_brumo_brumo_2025_8,matharena,correct,matharena,0.009729,,False,True
191,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_cmimc_cmimc_2025_10,matharena,correct,matharena,0.0079006875,,False,True
192,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_cmimc_cmimc_2025_15,matharena,incorrect,matharena,0.023096625,,True,True
193,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_cmimc_cmimc_2025_20,matharena,correct,matharena,0.018834375,,False,True
194,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_cmimc_cmimc_2025_21,matharena,correct,matharena,0.0206105625,,False,True
195,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_cmimc_cmimc_2025_27,matharena,correct,matharena,0.0171253125,,False,True
196,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_cmimc_cmimc_2025_28,matharena,detected,matharena,0.023102625,,False,True
197,GPT-5.6-luna,Gemini 3.7 Flash (OpenRouter Batch),,matharena_cmimc_cmimc_2025_3,matharena,correct,matharena,0.0085498125,,False,True
